production_order_id,product_id,plant_id,planned_qty,actual_qty,start_date,end_date,defect_rate_pct,production_cost
PO001025,P00203,Plant_A,500,400,2023-05-08,2023-09-08,0.5,10000
PO001026,P00279,PLANT-A,100,,2024-11-05,2022-04-23,,10000
PO001027,P00018,Plant_A,2000,400,2022-06-29,2023-01-18,15,-5000
PO001028,P00175,Plant_A,100,,2024-05-19,2022-01-29,15,10000
PO001029,P00039,,2000,,2024-09-02,2022-06-02,0.5,10000
PO001030,P00108,Plant_B,500,400,2022-09-18,2024-02-06,1.2,-5000
PO001031,P00069,Plant_B,500,1800,2023-05-05,2022-06-04,0.5,-5000
PO001032,P00281,Plant_B,500,50,2022-09-22,2024-03-05,15,25000
PO001033,P00005,Plant_A,,50,2024-01-22,2024-02-04,0.5,25000
PO001034,P00230,Plant_A,,5000,2022-09-17,2022-06-02,0.5,-5000
PO001035,P00018,PLANT-A,100,5000,2022-06-13,2024-01-04,15,
PO001036,P00081,Plant_A,,1800,2022-09-15,2023-02-02,,-5000
PO001037,P00147,,100,1800,2022-01-30,2024-08-29,1.2,
PO001038,P00222,Plant_B,500,,2022-02-19,2024-08-10,0.5,10000
PO001039,P00207,,100,50,2023-11-07,2024-02-23,3.5,
PO001040,P00188,PLANT-A,500,5000,2024-08-08,2022-08-18,15,10000
PO001041,P00201,Plant_A,100,,2022-07-08,2023-10-27,3.5,-5000
PO001042,P00142,Plant_B,2000,400,2024-05-03,2024-04-15,15,-5000
PO001043,P00047,PLANT-A,2000,5000,2024-05-21,2022-11-07,,10000
PO001044,P00267,PLANT-A,2000,,2024-06-15,2022-11-07,15,10000
PO001045,P00044,Plant_B,500,50,2024-12-04,2022-06-23,0.5,
PO001046,P00161,PLANT-A,100,50,2023-07-07,2023-05-13,15,25000
PO001047,P00218,,2000,5000,2024-05-25,2023-06-13,15,80000
PO001048,P00245,,100,5000,2022-09-26,2023-05-05,3.5,25000
PO001049,P00159,,,50,2022-01-17,2023-10-09,0.5,25000
PO001050,P00272,PLANT-A,,400,2024-11-25,2024-10-04,3.5,
PO001051,P00196,PLANT-A,100,400,2024-05-22,2025-01-10,15,80000
PO001052,P00161,Plant_A,2000,1800,2023-09-09,2024-12-20,,80000
PO001053,P00223,PLANT-A,,,2023-08-27,2025-01-25,,80000
PO001054,P00134,Plant_B,100,50,2023-12-14,2024-02-03,1.2,80000
PO001055,P00290,Plant_A,100,50,2023-06-02,2024-12-05,3.5,
PO001056,P00275,Plant_A,500,1800,2022-02-17,2022-09-27,0.5,10000
PO001057,P00193,Plant_B,,1800,2024-02-15,2022-12-24,,80000
PO001058,P00176,Plant_B,,1800,2022-04-23,2022-05-05,3.5,25000
PO001059,P00017,,100,,2024-05-21,2022-05-19,,10000
PO001060,P00065,Plant_A,,400,2023-08-20,2024-08-27,1.2,25000
PO001061,P00245,Plant_A,2000,5000,2023-03-07,2024-07-02,1.2,80000
PO001062,P00076,PLANT-A,100,5000,2023-12-09,2023-06-29,15,25000
PO001063,P00092,PLANT-A,2000,5000,2022-04-02,2023-12-28,0.5,
PO001064,P00002,Plant_B,2000,5000,2024-03-14,2022-11-19,0.5,25000
PO001065,P00273,Plant_A,100,400,2022-08-28,2024-04-22,1.2,25000
PO001066,P00086,PLANT-A,500,400,2023-04-08,2023-07-28,,
PO001067,P00130,PLANT-A,2000,5000,2024-04-26,2023-02-06,1.2,25000
PO001068,P00241,,,400,2023-06-24,2022-10-10,15,25000
PO001069,P00120,PLANT-A,500,,2023-10-01,2024-07-04,0.5,10000
PO001070,P00020,,,,2023-04-16,2022-11-11,0.5,80000
PO001071,P00009,Plant_B,,5000,2024-10-10,2024-05-06,3.5,
PO001072,P00256,,100,400,2022-02-01,2024-01-24,,
PO001073,P00188,Plant_A,500,1800,2022-01-25,2022-09-04,1.2,
PO001074,P00047,Plant_A,500,400,2023-02-17,2022-04-28,,
PO001075,P00164,Plant_A,,50,2022-06-30,2023-09-20,,80000
PO001076,P00119,PLANT-A,,,2022-01-26,2023-01-15,,-5000
PO001077,P00154,,500,,2023-04-25,2022-09-09,0.5,-5000
PO001078,P00061,Plant_B,500,,2022-04-08,2022-09-15,1.2,10000
PO001079,P00282,Plant_A,500,50,2024-07-09,2024-02-15,,
PO001080,P00072,,2000,400,2022-03-16,2022-06-28,0.5,80000
PO001081,P00283,,,,2024-01-20,2023-10-01,,10000
PO001082,P00244,Plant_B,,400,2024-01-26,2023-11-05,,25000
PO001083,P00237,,500,50,2022-02-17,2023-12-01,3.5,
PO001084,P00266,Plant_A,100,,2024-06-11,2023-09-24,15,25000
PO001085,P00214,Plant_B,100,400,2022-04-14,2023-06-14,3.5,80000
PO001086,P00125,Plant_B,2000,,2024-03-03,2022-12-25,15,80000
PO001087,P00160,Plant_B,,400,2024-09-15,2023-09-17,15,25000
PO001088,P00108,Plant_B,100,50,2022-10-07,2023-08-20,0.5,80000
PO001089,P00007,Plant_B,,5000,2024-11-28,2024-06-27,,80000
PO001090,P00294,,100,400,2024-12-18,2023-01-02,15,
PO001091,P00080,PLANT-A,100,5000,2023-02-02,2024-11-05,0.5,-5000
PO001092,P00005,PLANT-A,100,5000,2023-04-07,2022-11-02,,
PO001093,P00005,Plant_B,2000,1800,2024-10-04,2024-05-20,15,
PO001094,P00069,PLANT-A,500,5000,2023-06-26,2024-06-30,,25000
PO001095,P00067,PLANT-A,2000,400,2024-10-11,2023-04-11,3.5,10000
PO001096,P00058,,,5000,2024-02-09,2024-09-21,,80000
PO001097,P00091,PLANT-A,2000,400,2024-07-08,2024-09-15,1.2,
PO001098,P00137,PLANT-A,,50,2022-05-28,2022-01-06,0.5,
PO001099,P00028,PLANT-A,500,1800,2023-03-02,2023-08-03,3.5,25000
PO001100,P00080,,500,50,2023-07-11,2022-03-21,1.2,10000
PO001101,P00120,PLANT-A,100,,2022-07-01,2022-12-26,0.5,-5000
PO001102,P00054,Plant_B,500,5000,2022-12-11,2022-11-26,3.5,80000
PO001103,P00184,PLANT-A,100,,2022-06-30,2023-10-07,3.5,-5000
PO001104,P00145,,100,400,2024-06-05,2023-08-26,,80000
PO001105,P00182,,2000,50,2022-03-27,2023-12-12,1.2,
PO001106,P00059,Plant_A,500,,2022-12-27,2022-03-26,15,10000
PO001107,P00119,PLANT-A,,400,2024-02-20,2024-07-18,,80000
PO001108,P00083,,2000,1800,2024-02-14,2022-11-01,,80000
PO001109,P00084,PLANT-A,,400,2022-06-25,2024-04-12,1.2,80000
PO001110,P00182,PLANT-A,2000,400,2024-03-08,2022-10-21,15,80000
PO001111,P00130,Plant_A,2000,5000,2022-08-30,2023-07-25,1.2,80000
PO001112,P00067,,100,400,2024-08-02,2022-08-09,3.5,25000
PO001113,P00270,,,1800,2023-01-30,2023-10-16,0.5,
PO001114,P00068,PLANT-A,,400,2024-08-30,2024-07-11,0.5,25000
PO001115,P00156,PLANT-A,500,5000,2024-08-28,2022-07-04,,-5000
PO001116,P00111,,100,1800,2023-07-20,2023-05-13,15,25000
PO001117,P00091,Plant_A,500,,2022-04-16,2022-02-07,15,25000
PO001118,P00158,Plant_B,2000,50,2023-06-18,2024-03-31,3.5,10000
PO001119,P00234,PLANT-A,,,2022-01-28,2022-07-18,0.5,10000
PO001120,P00124,,500,50,2022-09-01,2024-10-07,15,10000
PO001121,P00227,PLANT-A,100,50,2023-06-30,2022-09-20,3.5,10000
PO001122,P00196,Plant_A,,1800,2022-03-21,2023-12-20,,
PO001123,P00101,PLANT-A,100,1800,2023-03-15,2024-03-23,0.5,10000
PO001124,P00076,PLANT-A,100,50,2024-06-16,2024-10-11,15,10000
PO001125,P00148,,100,,2022-12-15,2023-12-19,0.5,10000
PO001126,P00158,,2000,1800,2024-01-21,2023-03-24,,10000
PO001127,P00099,PLANT-A,500,400,2024-12-07,2022-01-20,3.5,25000
PO001128,P00198,PLANT-A,500,5000,2023-01-29,2023-09-22,15,10000
PO001129,P00108,PLANT-A,100,400,2022-11-09,2024-10-11,0.5,25000
PO001130,P00095,Plant_B,,400,2024-11-23,2024-01-09,,
PO001131,P00187,Plant_B,500,,2024-07-19,2022-07-22,,
PO001132,P00213,PLANT-A,100,5000,2024-03-17,2022-03-18,0.5,25000
PO001133,P00142,PLANT-A,100,1800,2023-06-11,2024-10-12,3.5,
PO001134,P00294,Plant_A,500,50,2023-11-12,2024-12-12,1.2,-5000
PO001135,P00078,PLANT-A,500,,2024-05-12,2024-05-02,1.2,10000
PO001136,P00001,PLANT-A,,,2023-03-28,2023-08-08,1.2,10000
PO001137,P00215,Plant_A,2000,,2024-06-17,2024-04-13,0.5,-5000
PO001138,P00131,,500,50,2023-07-30,2024-08-16,3.5,80000
PO001139,P00180,,500,1800,2022-06-10,2022-02-11,1.2,-5000
PO001140,P00049,,,50,2024-02-11,2024-06-08,15,-5000
PO001141,P00078,PLANT-A,2000,1800,2022-01-04,2024-12-17,3.5,-5000
PO001142,P00192,Plant_A,100,,2024-05-27,2024-04-19,3.5,-5000
PO001143,P00276,PLANT-A,2000,1800,2024-08-05,2024-04-09,,10000
PO001144,P00177,Plant_B,2000,400,2022-11-30,2024-06-04,3.5,80000
PO001145,P00188,PLANT-A,2000,50,2022-03-04,2022-03-17,15,80000
PO001146,P00188,PLANT-A,,1800,2024-09-19,2024-06-29,0.5,25000
PO001147,P00095,,100,400,2024-08-25,2022-06-05,3.5,10000
PO001148,P00191,Plant_A,100,5000,2023-08-17,2023-04-01,0.5,80000
PO001149,P00004,PLANT-A,2000,50,2023-07-09,2024-03-23,1.2,-5000
PO001150,P00215,,500,50,2022-08-21,2022-12-13,3.5,
PO001151,P00233,Plant_A,2000,50,2023-03-14,2024-06-13,,25000
PO001152,P00054,Plant_A,,1800,2023-10-13,2022-12-10,15,
PO001153,P00025,Plant_B,,50,2022-07-08,2024-03-11,,
PO001154,P00088,,,1800,2022-12-03,2022-04-16,,25000
PO001155,P00164,PLANT-A,,1800,2024-04-10,2023-05-09,0.5,25000
PO001156,P00200,,,,2023-06-02,2022-01-09,1.2,-5000
PO001157,P00295,Plant_B,,5000,2023-04-26,2024-12-12,3.5,-5000
PO001158,P00085,PLANT-A,100,50,2022-12-13,2022-01-17,0.5,10000
PO001159,P00300,,500,5000,2023-06-13,2024-07-02,1.2,80000
PO001160,P00154,Plant_B,100,400,2024-11-04,2024-09-06,15,80000
PO001161,P00251,,2000,1800,2023-05-06,2024-10-21,0.5,80000
PO001162,P00214,,500,50,2024-08-18,2023-07-13,1.2,10000
PO001163,P00063,,500,1800,2024-09-29,2023-11-08,0.5,80000
PO001164,P00012,,2000,400,2024-02-24,2024-03-12,3.5,10000
PO001165,P00143,,2000,1800,2024-05-24,2024-12-16,,
PO001166,P00052,Plant_A,,50,2022-06-21,2024-09-26,0.5,10000
PO001167,P00128,,2000,5000,2024-10-02,2023-05-07,0.5,-5000
PO001168,P00224,PLANT-A,2000,400,2024-02-15,2023-08-22,,
PO001169,P00256,,500,,2023-03-16,2023-08-30,3.5,25000
PO001170,P00110,,,400,2023-01-04,2023-12-01,3.5,-5000
PO001171,P00144,Plant_B,,400,2022-07-23,2024-10-12,,25000
PO001172,P00182,Plant_A,2000,1800,2024-05-09,2022-01-22,3.5,10000
PO001173,P00055,,,5000,2022-10-02,2022-12-24,1.2,80000
PO001174,P00240,PLANT-A,,1800,2024-06-30,2023-11-28,15,80000
PO001175,P00111,Plant_B,,50,2024-06-15,2023-01-17,1.2,25000
PO001176,P00134,,,1800,2024-10-24,2022-01-30,1.2,80000
PO001177,P00209,Plant_B,500,50,2022-09-02,2024-01-22,,
PO001178,P00272,PLANT-A,100,,2023-05-11,2025-01-23,0.5,25000
PO001179,P00040,PLANT-A,2000,400,2022-04-20,2024-04-21,1.2,25000
PO001180,P00187,Plant_B,100,5000,2023-10-13,2024-03-27,1.2,10000
PO001181,P00116,PLANT-A,,1800,2022-02-26,2023-11-12,0.5,25000
PO001182,P00160,Plant_A,500,1800,2023-02-25,2023-05-26,,80000
PO001183,P00236,Plant_B,500,5000,2023-02-28,2024-12-29,3.5,25000
PO001184,P00166,Plant_B,100,1800,2022-04-24,2022-09-13,15,
PO001185,P00002,Plant_A,500,,2023-03-09,2022-10-27,0.5,25000
PO001186,P00205,Plant_A,2000,1800,2024-05-02,2024-06-27,,10000
PO001187,P00249,PLANT-A,100,1800,2024-04-18,2023-07-24,,-5000
PO001188,P00146,Plant_B,2000,400,2024-09-29,2022-12-16,15,10000
PO001189,P00202,Plant_B,2000,5000,2024-01-20,2023-01-23,3.5,80000
PO001190,P00298,Plant_B,100,400,2023-06-10,2023-02-18,,25000
PO001191,P00285,PLANT-A,,50,2022-03-25,2022-04-13,15,-5000
PO001192,P00268,Plant_B,2000,400,2023-09-05,2024-12-27,0.5,10000
PO001193,P00164,PLANT-A,2000,50,2024-09-04,2022-01-30,1.2,80000
PO001194,P00052,,100,,2023-06-27,2024-03-02,3.5,80000
PO001195,P00190,,2000,50,2024-08-30,2024-09-06,3.5,80000
PO001196,P00299,Plant_A,500,400,2024-11-26,2024-04-12,,-5000
PO001197,P00186,Plant_A,500,1800,2022-08-02,2024-10-17,3.5,10000
PO001198,P00219,PLANT-A,500,1800,2024-04-28,2022-04-08,0.5,10000
PO001199,P00184,,100,400,2024-03-16,2022-02-21,3.5,25000
PO001200,P00142,Plant_B,500,400,2024-12-12,2024-08-21,15,25000
PO001201,P00261,,,50,2022-06-29,2024-12-04,15,
PO001202,P00196,,2000,50,2022-07-16,2023-02-16,,25000
PO001203,P00130,Plant_B,100,50,2024-04-07,2022-07-21,1.2,
PO001204,P00210,,500,,2024-05-27,2023-11-09,,25000
PO001205,P00244,Plant_A,2000,5000,2023-02-14,2022-12-12,0.5,-5000
PO001206,P00083,,2000,1800,2023-06-18,2022-09-07,1.2,80000
PO001207,P00133,Plant_A,500,50,2022-01-16,2023-07-15,15,80000
PO001208,P00219,,,50,2022-01-05,2025-01-25,3.5,
PO001209,P00155,PLANT-A,2000,5000,2022-10-22,2022-05-26,0.5,-5000
PO001210,P00117,Plant_A,,50,2022-05-02,2023-04-07,,10000
PO001211,P00035,PLANT-A,100,1800,2022-08-30,2024-05-08,,80000
PO001212,P00211,Plant_B,2000,1800,2024-11-11,2023-01-04,1.2,10000
PO001213,P00093,Plant_A,2000,5000,2022-04-28,2025-01-22,1.2,10000
PO001214,P00201,Plant_B,2000,50,2022-11-23,2025-01-08,1.2,10000
PO001215,P00017,Plant_A,,,2024-09-26,2022-05-06,1.2,10000
PO001216,P00281,Plant_A,500,5000,2024-12-02,2022-08-29,3.5,80000
PO001217,P00214,,2000,400,2023-07-19,2023-12-19,0.5,-5000
PO001218,P00267,PLANT-A,,1800,2024-08-16,2024-02-11,0.5,
PO001219,P00234,,2000,50,2024-08-17,2024-01-26,15,80000
PO001220,P00018,Plant_A,500,1800,2022-04-08,2022-06-13,,10000
PO001221,P00033,PLANT-A,100,5000,2022-09-18,2022-09-28,3.5,80000
PO001222,P00064,PLANT-A,,400,2023-07-03,2023-12-17,15,-5000
PO001223,P00231,PLANT-A,,1800,2022-04-01,2024-09-11,15,
PO001224,P00189,,,5000,2022-12-23,2022-07-03,0.5,
PO001225,P00056,,500,5000,2023-06-25,2022-12-05,1.2,80000
PO001226,P00174,PLANT-A,500,5000,2022-08-07,2024-02-25,15,10000
PO001227,P00300,Plant_A,500,5000,2024-12-07,2023-06-27,,25000
PO001228,P00139,,2000,,2022-11-18,2023-11-10,15,-5000
PO001229,P00231,,100,1800,2022-04-07,2024-04-04,3.5,25000
PO001230,P00164,,,1800,2024-11-22,2022-06-14,0.5,
PO001231,P00281,Plant_B,,,2023-03-19,2023-04-26,15,10000
PO001232,P00032,Plant_A,100,50,2024-08-22,2024-07-04,0.5,80000
PO001233,P00243,Plant_A,2000,400,2023-07-30,2024-04-25,1.2,-5000
PO001234,P00191,PLANT-A,,400,2022-01-06,2022-06-22,1.2,25000
PO001235,P00087,Plant_A,500,,2024-12-16,2023-07-08,1.2,10000
PO001236,P00040,PLANT-A,500,,2022-03-03,2022-04-15,,25000
PO001237,P00065,Plant_B,100,,2022-07-11,2024-01-17,1.2,80000
PO001238,P00274,Plant_B,500,5000,2024-06-20,2023-07-29,15,10000
PO001239,P00107,PLANT-A,,400,2023-10-17,2022-11-26,1.2,10000
PO001240,P00086,Plant_A,,50,2024-11-18,2023-06-13,0.5,80000
PO001241,P00196,Plant_A,2000,50,2023-06-01,2023-02-04,15,-5000
PO001242,P00216,Plant_A,100,50,2023-11-22,2022-04-19,1.2,25000
PO001243,P00193,,,400,2022-09-05,2024-04-13,0.5,10000
PO001244,P00100,Plant_A,,1800,2024-01-15,2022-03-24,15,-5000
PO001245,P00085,,,,2023-11-23,2023-09-26,15,-5000
PO001246,P00227,PLANT-A,2000,,2024-02-19,2022-01-10,,
PO001247,P00277,Plant_A,100,5000,2022-07-04,2022-09-11,3.5,
PO001248,P00100,,100,50,2023-07-20,2023-08-05,0.5,
PO001249,P00071,Plant_B,500,50,2022-07-18,2022-08-10,,-5000
PO001250,P00149,Plant_A,100,1800,2023-02-11,2022-06-18,,-5000
PO001251,P00280,Plant_A,2000,,2023-01-16,2022-09-18,15,25000
PO001252,P00097,PLANT-A,2000,5000,2022-10-29,2023-06-03,,10000
PO001253,P00174,,100,5000,2024-07-05,2023-06-26,0.5,80000
PO001254,P00173,Plant_A,500,50,2024-03-30,2024-12-12,15,10000
PO001255,P00240,,500,50,2023-09-19,2023-02-07,3.5,25000
PO001256,P00286,Plant_A,2000,400,2024-09-19,2023-01-29,0.5,
PO001257,P00230,,100,,2022-03-11,2022-04-08,1.2,25000
PO001258,P00264,,,5000,2022-08-04,2024-07-13,,
PO001259,P00102,Plant_B,100,5000,2022-09-09,2024-08-14,0.5,
PO001260,P00264,PLANT-A,100,,2022-01-19,2022-09-22,1.2,10000
PO001261,P00006,,500,1800,2023-02-03,2022-01-08,3.5,25000
PO001262,P00080,Plant_B,,,2024-10-28,2022-12-03,1.2,80000
PO001263,P00256,PLANT-A,500,400,2023-11-11,2022-11-17,3.5,-5000
PO001264,P00103,Plant_A,500,,2024-12-29,2023-01-06,,
PO001265,P00095,Plant_A,500,5000,2023-07-01,2022-08-26,3.5,80000
PO001266,P00033,Plant_A,2000,5000,2024-09-27,2023-12-06,0.5,10000
PO001267,P00115,PLANT-A,100,1800,2024-08-06,2022-02-14,0.5,80000
PO001268,P00046,Plant_A,,400,2023-11-03,2024-06-21,,25000
PO001269,P00219,,,,2022-08-01,2024-09-05,,10000
PO001270,P00046,Plant_B,500,5000,2024-07-11,2022-01-26,3.5,
PO001271,P00219,Plant_A,500,1800,2024-10-01,2023-09-02,3.5,-5000
PO001272,P00048,Plant_A,2000,,2024-02-01,2022-08-06,,
PO001273,P00053,,,5000,2022-12-03,2023-12-17,3.5,25000
PO001274,P00017,,100,400,2022-10-11,2022-10-08,0.5,25000
PO001275,P00060,PLANT-A,100,5000,2024-02-21,2024-09-08,1.2,-5000
PO001276,P00030,Plant_A,100,5000,2024-12-19,2024-10-07,,25000
PO001277,P00010,Plant_A,500,400,2024-09-21,2024-02-08,15,10000
PO001278,P00252,,100,5000,2023-10-09,2022-08-19,,10000
PO001279,P00257,Plant_B,500,1800,2024-04-01,2023-07-13,,10000
PO001280,P00110,Plant_A,2000,,2024-11-09,2022-12-03,,
PO001281,P00272,Plant_A,2000,400,2024-11-14,2023-10-29,15,80000
PO001282,P00051,Plant_A,,,2023-09-14,2024-04-24,15,
PO001283,P00259,Plant_A,500,5000,2024-07-05,2024-02-24,15,
PO001284,P00062,Plant_A,100,5000,2022-12-06,2023-10-12,0.5,
PO001285,P00216,Plant_A,2000,,2024-03-04,2022-08-01,15,25000
PO001286,P00248,PLANT-A,500,1800,2022-02-08,2024-10-18,,
PO001287,P00050,Plant_A,100,400,2022-12-03,2022-12-12,15,80000
PO001288,P00291,,500,400,2024-10-29,2024-04-09,0.5,10000
PO001289,P00214,PLANT-A,100,,2024-01-22,2022-03-14,1.2,10000
PO001290,P00127,PLANT-A,2000,,2022-08-17,2023-11-12,,80000
PO001291,P00099,Plant_B,2000,,2024-02-05,2022-05-11,0.5,25000
PO001292,P00124,Plant_A,2000,1800,2022-01-31,2024-01-03,1.2,
PO001293,P00119,Plant_B,,50,2024-02-22,2022-10-25,,
PO001294,P00148,Plant_B,100,,2022-03-17,2022-05-10,0.5,80000
PO001295,P00019,,,400,2023-06-26,2024-12-09,0.5,
PO001296,P00283,,,5000,2023-02-20,2024-10-26,3.5,80000
PO001297,P00257,,100,1800,2022-08-30,2024-12-07,15,25000
PO001298,P00138,Plant_A,2000,50,2024-05-15,2024-07-22,15,-5000
PO001299,P00004,PLANT-A,2000,1800,2022-04-07,2022-05-13,,80000
PO001300,P00041,PLANT-A,500,5000,2023-11-07,2024-05-08,1.2,10000
PO001301,P00237,Plant_B,2000,5000,2022-05-28,2022-09-10,,10000
PO001302,P00026,Plant_A,500,400,2022-01-01,2023-07-29,0.5,25000
PO001303,P00118,Plant_B,,1800,2023-12-02,2022-04-15,3.5,80000
PO001304,P00292,Plant_B,500,,2022-05-18,2024-10-10,0.5,25000
PO001305,P00099,,100,1800,2022-08-14,2022-08-21,,10000
PO001306,P00264,Plant_B,2000,,2024-11-07,2023-05-17,15,80000
PO001307,P00204,Plant_A,100,,2023-08-15,2022-03-02,0.5,25000
PO001308,P00226,PLANT-A,500,1800,2022-05-19,2023-11-24,15,25000
PO001309,P00247,Plant_A,,1800,2022-09-08,2023-08-19,,-5000
PO001310,P00141,Plant_B,,50,2023-09-15,2025-01-23,15,80000
PO001311,P00113,Plant_B,,50,2023-03-21,2023-06-15,15,10000
PO001312,P00192,Plant_B,,1800,2023-10-24,2024-09-28,0.5,80000
PO001313,P00143,Plant_B,500,50,2022-03-17,2024-10-12,1.2,25000
PO001314,P00044,,,5000,2024-08-20,2023-02-27,3.5,25000
PO001315,P00077,Plant_A,500,1800,2023-09-06,2022-07-19,3.5,25000
PO001316,P00122,Plant_B,100,,2023-08-18,2024-07-10,1.2,25000
PO001317,P00009,Plant_A,500,400,2023-07-24,2024-01-13,3.5,80000
PO001318,P00207,Plant_B,,50,2022-07-13,2024-01-16,0.5,80000
PO001319,P00031,,100,5000,2023-03-05,2023-09-08,0.5,-5000
PO001320,P00004,,,,2023-01-13,2023-11-24,15,25000
PO001321,P00125,PLANT-A,2000,5000,2023-04-11,2022-11-12,1.2,25000
PO001322,P00026,PLANT-A,2000,,2024-12-14,2023-03-26,15,
PO001323,P00033,Plant_B,,5000,2022-03-01,2023-10-05,15,10000
PO001324,P00150,PLANT-A,100,1800,2022-07-02,2023-02-12,1.2,10000
PO001325,P00046,Plant_A,100,5000,2022-07-14,2022-11-28,,
PO001326,P00240,Plant_B,,5000,2022-07-28,2022-06-23,15,80000
PO001327,P00083,Plant_A,100,5000,2024-04-15,2022-09-24,15,10000
PO001328,P00132,PLANT-A,,400,2024-06-23,2024-11-06,15,10000
PO001329,P00107,,2000,400,2024-03-12,2023-09-11,1.2,10000
PO001330,P00145,PLANT-A,100,50,2023-07-19,2024-10-05,15,80000
PO001331,P00119,,,,2022-02-28,2023-11-15,15,10000
PO001332,P00100,Plant_A,2000,,2023-05-24,2023-08-20,3.5,
PO001333,P00082,PLANT-A,500,,2022-02-04,2023-02-27,15,80000
PO001334,P00026,PLANT-A,,50,2023-06-24,2022-05-13,,
PO001335,P00239,,,400,2023-02-02,2023-07-03,1.2,80000
PO001336,P00200,PLANT-A,500,1800,2023-11-01,2025-01-18,3.5,25000
PO001337,P00121,Plant_A,100,50,2024-08-18,2023-03-30,0.5,25000
PO001338,P00206,,,1800,2022-04-12,2024-02-28,0.5,
PO001339,P00192,Plant_A,500,50,2023-06-03,2022-06-28,,
PO001340,P00052,Plant_B,500,5000,2024-12-28,2023-05-13,0.5,
PO001341,P00010,,2000,1800,2024-12-24,2023-05-16,0.5,-5000
PO001342,P00099,Plant_A,2000,5000,2023-10-05,2023-10-21,,
PO001343,P00020,Plant_A,500,50,2023-11-05,2024-11-12,3.5,25000
PO001344,P00041,Plant_B,100,,2024-05-13,2022-01-16,0.5,80000
PO001345,P00264,PLANT-A,,5000,2024-08-26,2022-07-12,15,-5000
PO001346,P00260,Plant_A,2000,,2022-11-28,2024-07-29,0.5,
PO001347,P00034,PLANT-A,2000,1800,2022-07-29,2023-10-20,15,10000
PO001348,P00215,Plant_A,,400,2022-04-19,2023-09-29,1.2,
PO001349,P00233,PLANT-A,,,2024-10-20,2023-01-21,15,-5000
PO001350,P00208,Plant_A,2000,,2024-09-01,2022-04-12,,10000
PO001351,P00148,Plant_A,500,400,2022-12-20,2023-03-26,0.5,
PO001352,P00177,Plant_A,,1800,2022-11-28,2023-08-17,3.5,10000
PO001353,P00032,Plant_B,100,5000,2022-01-19,2022-12-05,0.5,-5000
PO001354,P00257,,,1800,2022-10-14,2024-03-29,,
PO001355,P00111,PLANT-A,,400,2022-03-09,2023-07-05,3.5,80000
PO001356,P00150,PLANT-A,2000,50,2024-06-19,2023-12-09,0.5,25000
PO001357,P00140,PLANT-A,100,50,2022-11-23,2024-08-06,3.5,-5000
PO001358,P00157,,100,,2022-08-25,2024-12-25,3.5,80000
PO001359,P00043,PLANT-A,500,5000,2023-04-06,2022-12-15,15,10000
PO001360,P00228,Plant_B,2000,400,2024-12-12,2022-05-27,0.5,80000
PO001361,P00030,PLANT-A,,5000,2022-10-15,2022-08-17,0.5,10000
PO001362,P00184,,500,,2023-12-18,2022-06-28,1.2,80000
PO001363,P00075,Plant_A,500,50,2024-09-21,2022-05-08,15,25000
PO001364,P00198,,100,1800,2023-04-08,2022-03-15,,80000
PO001365,P00266,,500,1800,2024-08-17,2023-03-28,0.5,80000
PO001366,P00235,,500,1800,2022-05-17,2023-11-14,15,-5000
PO001367,P00180,PLANT-A,,1800,2022-07-01,2023-08-17,1.2,10000
PO001368,P00229,,2000,50,2022-04-01,2023-10-22,,-5000
PO001369,P00108,Plant_B,,1800,2022-03-26,2022-03-28,,10000
PO001370,P00256,PLANT-A,,400,2024-10-01,2024-04-01,1.2,80000
PO001371,P00273,Plant_B,500,5000,2022-01-05,2022-07-09,,80000
PO001372,P00139,Plant_A,100,5000,2024-05-17,2024-03-16,1.2,10000
PO001373,P00223,Plant_B,100,1800,2022-03-06,2023-01-26,1.2,80000
PO001374,P00239,Plant_A,500,400,2023-07-10,2022-05-29,15,
PO001375,P00075,Plant_B,500,5000,2022-07-08,2023-01-03,15,
PO001376,P00186,Plant_A,,5000,2024-04-28,2024-02-16,0.5,10000
PO001377,P00180,Plant_B,,400,2023-07-08,2024-01-19,,25000
PO001378,P00186,PLANT-A,2000,400,2024-03-29,2023-10-23,1.2,
PO001379,P00130,Plant_A,,1800,2023-11-03,2023-02-05,15,80000
PO001380,P00011,,500,5000,2024-03-27,2024-12-11,15,
PO001381,P00215,PLANT-A,500,1800,2022-06-29,2023-07-30,,
PO001382,P00122,Plant_B,2000,1800,2022-05-03,2023-07-17,1.2,10000
PO001383,P00252,PLANT-A,100,50,2022-03-06,2024-04-07,15,25000
PO001384,P00070,Plant_A,500,1800,2022-07-07,2024-09-06,0.5,
PO001385,P00004,Plant_B,100,,2023-03-21,2023-07-26,3.5,80000
PO001386,P00183,Plant_A,2000,50,2023-07-25,2024-01-19,15,25000
PO001387,P00140,PLANT-A,500,400,2022-02-20,2024-09-15,15,
PO001388,P00140,Plant_B,100,,2022-12-22,2022-03-28,15,-5000
PO001389,P00057,,2000,,2024-07-10,2024-07-19,0.5,25000
PO001390,P00230,PLANT-A,500,400,2023-11-23,2023-07-16,15,80000
PO001391,P00158,,,400,2022-04-12,2024-08-24,,25000
PO001392,P00160,Plant_B,500,,2023-05-19,2024-07-27,0.5,25000
PO001393,P00155,PLANT-A,,1800,2024-05-21,2023-01-05,,80000
