sales_id,date,product_id,region,channel,units_sold,selling_price,promotion_flag,discount_pct,holiday_flag
S0003505,2024-08-18,P00046,North,Online,20,121.11,,,0
S0003506,2023-03-03,P00105,North,Wholesale,,121.11,1,5,0
S0003507,2023-06-08,P00042,north,,0,121.11,,30,
S0003508,2022-09-15,P00115,South,Retail,100,121.11,1,30,1
S0003509,2023-07-26,P00085,NORTH ,Wholesale,0,121.11,,5,
S0003510,2024-09-14,P00178,,,500,121.11,1,30,0
S0003511,2022-05-26,P00081,North,Online,100,121.11,0,,0
S0003512,2022-10-10,P00155,NORTH ,Retail,0,121.11,,,0
S0003513,2022-07-08,P00280,East,,20,121.11,1,80,
S0003514,2024-08-05,P00183,NORTH ,Retail,100,121.11,0,30,
S0003515,2022-11-30,P00105,North,Retail,1,121.11,0,5,
S0003516,2022-05-31,P00244,East,,1,121.11,,,0
S0003517,2024-10-02,P00003,East,online ,,121.11,0,30,
S0003518,2024-09-09,P00193,north,Online,500,121.11,1,10,0
S0003519,2022-09-14,P00227,South,,20,121.11,1,80,
S0003520,2022-01-14,P00059,East,Online,0,121.11,0,80,
S0003521,2024-07-14,P00187,,,-10,121.11,,10,0
S0003522,2024-10-27,P00042,North,Wholesale,-10,121.11,,,1
S0003523,2022-11-19,P00169,,online ,500,121.11,0,,1
S0003524,2022-09-18,P00064,North,,1,121.11,1,10,0
S0003525,2022-03-22,P00274,north,,0,121.11,1,,0
S0003526,2024-02-04,P00291,South,Wholesale,500,121.11,,10,1
S0003527,2023-07-16,P00286,,Wholesale,500,121.11,,5,1
S0003528,2023-08-15,P00069,North,Online,500,121.11,0,0,0
S0003529,2022-08-04,P00082,north,,1,121.11,0,80,0
S0003530,2022-10-03,P00040,north,Retail,20,121.11,1,10,0
S0003531,2023-07-05,P00214,South,online ,100,121.11,1,30,
S0003532,2023-05-09,P00077,NORTH ,Online,500,121.11,1,0,
S0003533,2022-07-30,P00012,north,online ,20,121.11,0,5,1
S0003534,2023-01-18,P00273,NORTH ,,-10,121.11,0,5,1
S0003535,2023-02-25,P00223,NORTH ,,1,121.11,0,10,1
S0003536,2024-11-06,P00092,North,Online,5,121.11,0,80,
S0003537,2023-11-29,P00208,NORTH ,Retail,500,121.11,1,10,1
S0003538,2024-02-04,P00204,East,Wholesale,-10,121.11,0,,
S0003539,2022-08-10,P00017,South,Wholesale,20,121.11,1,80,1
S0003540,2023-11-07,P00134,NORTH ,online ,,121.11,1,0,1
S0003541,2022-06-02,P00174,South,Wholesale,5,121.11,0,5,
S0003542,2024-06-06,P00221,East,Online,5,121.11,,80,
S0003543,2022-10-03,P00211,north,online ,100,121.11,,30,1
S0003544,2024-06-30,P00091,North,,100,121.11,0,10,
S0003545,2022-12-31,P00053,North,online ,-10,121.11,,0,
S0003546,2023-11-10,P00221,North,Online,,121.11,1,0,
S0003547,2022-03-10,P00073,North,,500,121.11,1,30,0
S0003548,2023-05-01,P00254,north,Retail,-10,121.11,,0,1
S0003549,2024-02-02,P00167,north,Online,100,121.11,1,,
S0003550,2023-03-04,P00059,South,Wholesale,20,121.11,0,,0
S0003551,2024-09-16,P00012,north,Online,-10,121.11,1,30,
S0003552,2023-04-29,P00225,north,online ,100,121.11,0,5,
S0003553,2024-05-16,P00182,North,Online,5,121.11,1,80,
S0003554,2023-12-16,P00016,South,online ,-10,121.11,1,80,
S0003555,2022-04-04,P00228,NORTH ,,0,121.11,0,30,
S0003556,2022-02-25,P00210,North,online ,20,121.11,1,0,0
S0003557,2023-10-29,P00016,NORTH ,,1,121.11,,80,
S0003558,2023-12-18,P00295,East,,500,121.11,0,80,1
S0003559,2023-09-12,P00204,NORTH ,Retail,500,121.11,1,30,1
S0003560,2023-07-01,P00110,South,Online,1,121.11,0,,
S0003561,2022-03-07,P00125,,online ,-10,121.11,0,80,0
S0003562,2023-09-26,P00265,East,,20,121.11,1,10,
S0003563,2022-11-25,P00236,South,Wholesale,5,121.11,0,80,1
S0003564,2023-07-10,P00049,East,online ,1,121.11,0,5,
S0003565,2023-04-12,P00171,East,Retail,500,121.11,1,30,0
S0003566,2022-08-24,P00158,north,Retail,20,121.11,0,80,
S0003567,2023-07-20,P00138,NORTH ,Online,,121.11,,10,
S0003568,2022-05-09,P00022,North,Wholesale,20,121.11,,30,
S0003569,2023-02-14,P00097,East,Wholesale,-10,121.11,0,30,
S0003570,2022-01-09,P00194,north,online ,-10,121.11,0,,0
S0003571,2023-03-21,P00063,NORTH ,,1,121.11,0,5,
S0003572,2023-02-26,P00270,North,,-10,121.11,0,0,
S0003573,2022-08-17,P00039,NORTH ,Wholesale,1,121.11,,10,
S0003574,2022-06-18,P00204,north,Online,20,121.11,0,5,0
S0003575,2022-01-03,P00007,north,,100,121.11,1,,1
S0003576,2024-10-18,P00015,NORTH ,Retail,-10,121.11,0,5,0
S0003577,2023-11-22,P00210,north,Wholesale,0,121.11,1,0,1
S0003578,2022-01-21,P00015,NORTH ,online ,-10,121.11,,5,
S0003579,2023-06-22,P00171,South,Retail,500,121.11,0,10,0
S0003580,2023-02-02,P00013,NORTH ,Retail,-10,121.11,1,30,1
S0003581,2024-01-23,P00100,,Online,20,121.11,0,30,1
S0003582,2022-04-30,P00024,East,Wholesale,,121.11,1,5,
S0003583,2023-03-02,P00273,,Wholesale,500,121.11,,10,1
S0003584,2022-02-27,P00178,,,20,121.11,0,5,0
S0003585,2022-02-12,P00212,NORTH ,,5,121.11,,,
S0003586,2023-03-09,P00036,NORTH ,Retail,5,121.11,0,80,1
S0003587,2022-06-26,P00286,north,online ,100,121.11,1,30,0
S0003588,2023-10-19,P00273,South,Online,100,121.11,1,30,1
S0003589,2022-06-25,P00095,East,Wholesale,500,121.11,,,0
S0003590,2024-12-07,P00049,NORTH ,Online,500,121.11,,,1
S0003591,2023-01-07,P00052,East,Retail,-10,121.11,1,80,0
S0003592,2024-04-01,P00118,South,,-10,121.11,,0,1
S0003593,2023-11-22,P00265,,,5,121.11,,10,0
S0003594,2022-05-15,P00028,NORTH ,Retail,-10,121.11,1,0,0
S0003595,2022-11-15,P00089,,Wholesale,20,121.11,,0,
S0003596,2022-10-08,P00289,NORTH ,Online,-10,121.11,1,10,
S0003597,2023-09-09,P00216,,online ,1,121.11,,5,1
S0003598,2023-05-29,P00142,NORTH ,online ,,121.11,,,
S0003599,2023-07-11,P00285,,,5,121.11,,5,1
S0003600,2023-04-04,P00259,North,online ,500,121.11,,0,
S0003601,2024-04-30,P00204,north,Retail,1,121.11,0,30,
S0003602,2023-02-01,P00166,NORTH ,,-10,121.11,1,10,
S0003603,2022-04-24,P00157,East,online ,-10,121.11,1,5,0
S0003604,2024-10-15,P00272,North,Online,500,121.11,0,5,1
S0003605,2022-02-05,P00281,North,Retail,1,121.11,1,80,1
S0003606,2024-01-09,P00141,South,online ,20,121.11,1,30,
S0003607,2022-12-13,P00010,,Wholesale,500,121.11,0,0,0
S0003608,2022-10-21,P00225,NORTH ,Wholesale,-10,121.11,,30,0
S0003609,2024-11-28,P00147,north,,100,121.11,1,80,
S0003610,2022-02-06,P00076,North,,5,121.11,,30,
S0003611,2023-10-01,P00140,East,,-10,121.11,0,5,
S0003612,2024-09-01,P00045,NORTH ,Wholesale,,121.11,,0,1
S0003613,2024-03-30,P00124,South,,5,121.11,,10,0
S0003614,2022-09-17,P00204,,online ,1,121.11,1,0,
S0003615,2022-10-26,P00075,South,Online,5,121.11,1,10,1
S0003616,2023-10-04,P00274,North,Retail,0,121.11,,30,1
S0003617,2022-08-04,P00007,East,Online,,121.11,1,10,0
S0003618,2022-10-05,P00116,North,Retail,5,121.11,,10,0
S0003619,2024-06-18,P00187,,Online,100,121.11,,80,0
S0003620,2022-10-24,P00078,north,,20,121.11,1,5,1
S0003621,2022-04-19,P00069,NORTH ,Online,5,121.11,,10,1
S0003622,2023-11-19,P00194,north,Retail,-10,121.11,1,5,1
S0003623,2023-08-28,P00074,north,Retail,0,121.11,1,,0
S0003624,2023-11-17,P00032,,Retail,500,121.11,0,0,0
S0003625,2023-11-17,P00079,East,Online,100,121.11,1,80,
S0003626,2024-10-22,P00086,East,Retail,20,121.11,1,,0
S0003627,2022-10-14,P00202,north,Retail,500,121.11,0,80,
S0003628,2022-12-15,P00021,South,,-10,121.11,,30,
S0003629,2022-07-03,P00021,East,Retail,500,121.11,0,30,
S0003630,2023-03-06,P00005,NORTH ,Online,100,121.11,1,0,
S0003631,2022-08-30,P00252,NORTH ,online ,0,121.11,0,10,
S0003632,2024-04-25,P00213,north,Retail,5,121.11,,10,
S0003633,2024-05-02,P00231,NORTH ,online ,1,121.11,,,0
S0003634,2024-06-27,P00248,NORTH ,Wholesale,1,121.11,0,80,1
S0003635,2022-03-24,P00099,NORTH ,,-10,121.11,0,10,0
S0003636,2022-09-10,P00112,North,Retail,5,121.11,,5,1
S0003637,2022-04-19,P00124,East,online ,-10,121.11,0,5,
S0003638,2022-07-18,P00217,,,500,121.11,1,30,1
S0003639,2023-10-15,P00160,East,Online,100,121.11,0,5,0
S0003640,2024-08-27,P00047,,,20,121.11,0,10,
S0003641,2024-05-26,P00026,North,online ,-10,121.11,,5,0
S0003642,2022-08-10,P00096,north,Online,100,121.11,,5,1
S0003643,2024-10-10,P00062,East,Retail,0,121.11,,,1
S0003644,2022-09-03,P00289,NORTH ,online ,-10,121.11,,,
S0003645,2022-08-02,P00264,South,Online,500,121.11,1,30,1
S0003646,2023-02-22,P00274,North,,1,121.11,1,80,1
S0003647,2023-06-13,P00251,South,Wholesale,100,121.11,1,30,1
S0003648,2023-06-03,P00192,South,,100,121.11,,,0
S0003649,2024-11-04,P00061,South,Retail,20,121.11,1,10,
S0003650,2022-10-27,P00292,South,Wholesale,20,121.11,1,,
S0003651,2024-01-09,P00120,north,Online,,121.11,1,0,
S0003652,2023-03-14,P00287,East,,100,121.11,,,1
S0003653,2024-07-03,P00120,South,,5,121.11,,5,0
S0003654,2023-07-23,P00164,north,Wholesale,500,121.11,,0,1
S0003655,2022-02-28,P00127,,Wholesale,0,121.11,0,30,
S0003656,2023-02-08,P00001,South,Online,100,121.11,1,80,
S0003657,2022-02-28,P00056,North,,100,121.11,,,0
S0003658,2024-01-05,P00202,East,Retail,1,121.11,1,,0
S0003659,2024-08-29,P00124,north,,500,121.11,0,10,1
S0003660,2023-01-27,P00189,,,1,121.11,0,30,0
S0003661,2022-04-17,P00035,,,-10,121.11,0,,1
S0003662,2024-01-13,P00083,East,,,121.11,0,10,0
S0003663,2023-04-02,P00285,,,0,121.11,0,,0
S0003664,2023-01-16,P00137,East,Retail,100,121.11,0,80,
S0003665,2022-02-01,P00261,,,-10,121.11,1,80,0
S0003666,2024-05-03,P00020,NORTH ,Online,100,121.11,1,0,
S0003667,2022-05-28,P00259,South,online ,5,121.11,1,10,0
S0003668,2022-06-17,P00127,NORTH ,Wholesale,-10,121.11,1,10,1
S0003669,2023-09-17,P00057,,,,121.11,0,80,1
S0003670,2022-05-12,P00133,East,Retail,5,121.11,1,80,
S0003671,2024-05-31,P00013,,Retail,100,121.11,,30,1
S0003672,2023-10-04,P00168,NORTH ,,5,121.11,1,30,1
S0003673,2022-10-01,P00266,,Online,1,121.11,,10,
S0003674,2023-02-17,P00184,,Wholesale,1,121.11,1,80,1
S0003675,2022-11-22,P00091,North,Retail,20,121.11,,30,1
S0003676,2024-11-11,P00167,South,Wholesale,20,121.11,1,,1
S0003677,2024-03-11,P00123,north,online ,0,121.11,,30,
S0003678,2022-10-21,P00087,South,Retail,-10,121.11,1,80,0
S0003679,2022-07-27,P00090,north,Retail,-10,121.11,0,,0
S0003680,2022-12-24,P00008,North,Retail,1,121.11,,,1
S0003681,2022-06-12,P00039,North,Online,5,121.11,1,0,
S0003682,2024-01-21,P00092,South,Retail,-10,121.11,,80,
S0003683,2022-06-05,P00272,,Retail,-10,121.11,0,5,0
S0003684,2024-10-17,P00111,NORTH ,online ,,121.11,0,,
S0003685,2024-08-04,P00026,,Retail,20,121.11,0,5,0
S0003686,2022-05-19,P00281,NORTH ,Retail,100,121.11,1,5,1
S0003687,2022-03-31,P00038,,Retail,,121.11,1,30,
S0003688,2024-10-24,P00084,East,Retail,0,121.11,,30,1
S0003689,2023-08-08,P00187,East,Retail,-10,121.11,,10,1
S0003690,2024-02-12,P00128,NORTH ,Wholesale,,121.11,0,30,
S0003691,2023-11-17,P00142,,online ,100,121.11,0,0,1
S0003692,2024-04-12,P00262,North,Wholesale,5,121.11,,,1
S0003693,2024-12-29,P00117,,online ,100,121.11,0,30,
S0003694,2024-01-13,P00169,north,online ,5,121.11,0,,
S0003695,2024-10-21,P00293,NORTH ,,0,121.11,,80,
S0003696,2023-07-18,P00223,north,online ,5,121.11,1,,
S0003697,2024-01-20,P00247,North,Wholesale,0,121.11,0,30,
S0003698,2023-03-18,P00100,East,,100,121.11,1,5,
S0003699,2022-10-03,P00039,South,,20,121.11,,0,0
S0003700,2024-08-27,P00069,South,Online,,121.11,,80,1
S0003701,2024-12-12,P00146,East,Online,500,121.11,0,30,0
S0003702,2024-11-20,P00211,,,0,121.11,0,,0
S0003703,2023-04-05,P00116,north,,,121.11,,0,1
S0003704,2023-07-03,P00013,East,online ,,121.11,,,1
S0003705,2022-01-10,P00183,north,,0,121.11,,80,
S0003706,2024-03-25,P00183,NORTH ,,20,121.11,,5,
S0003707,2022-10-01,P00162,East,,1,121.11,,,
S0003708,2024-08-26,P00020,north,Retail,-10,121.11,1,10,
S0003709,2023-07-07,P00148,NORTH ,Online,5,121.11,1,5,0
S0003710,2024-04-04,P00057,,Wholesale,0,121.11,0,30,0
S0003711,2022-10-29,P00231,north,online ,20,121.11,,5,1
S0003712,2022-02-23,P00287,,Online,,121.11,0,,1
S0003713,2022-07-28,P00279,North,Wholesale,5,121.11,,10,1
S0003714,2022-06-01,P00047,north,,0,121.11,,80,
S0003715,2023-03-02,P00276,North,online ,,121.11,0,80,
S0003716,2022-09-25,P00288,East,Online,500,121.11,,,
S0003717,2022-05-12,P00036,north,Retail,100,121.11,0,30,1
S0003718,2024-07-17,P00113,East,Wholesale,0,121.11,,5,0
S0003719,2023-12-22,P00014,north,online ,0,121.11,,30,1
S0003720,2024-09-06,P00124,South,Retail,500,121.11,,5,1
S0003721,2024-08-20,P00224,East,Online,-10,121.11,1,5,1
S0003722,2023-04-13,P00076,North,,-10,121.11,1,80,0
S0003723,2022-03-28,P00264,north,Online,100,121.11,0,80,0
S0003724,2023-11-14,P00272,,Retail,100,121.11,,5,0
S0003725,2023-01-03,P00233,South,Online,-10,121.11,1,0,1
S0003726,2024-09-22,P00286,South,Retail,20,121.11,1,10,
S0003727,2023-01-07,P00208,East,Retail,0,121.11,0,80,1
S0003728,2024-05-16,P00018,North,Retail,-10,121.11,1,0,
S0003729,2023-04-27,P00133,South,Online,0,121.11,1,80,
S0003730,2024-05-18,P00160,North,,5,121.11,0,30,0
S0003731,2022-01-24,P00053,north,Online,0,121.11,,,
S0003732,2023-03-18,P00207,NORTH ,Online,1,121.11,,80,1
S0003733,2022-03-20,P00163,,Wholesale,20,121.11,0,,0
S0003734,2022-01-17,P00052,,online ,0,121.11,1,30,
S0003735,2024-09-19,P00150,South,Wholesale,1,121.11,,80,0
S0003736,2024-09-17,P00257,NORTH ,Online,0,121.11,0,10,0
S0003737,2022-02-16,P00183,,,500,121.11,1,30,0
S0003738,2023-09-20,P00021,,Retail,1,121.11,1,30,1
S0003739,2023-03-02,P00150,North,,1,121.11,1,0,
S0003740,2023-02-12,P00014,north,Online,20,121.11,,80,0
S0003741,2024-07-10,P00137,north,,0,121.11,0,,
S0003742,2022-03-21,P00084,north,Online,5,121.11,,30,0
S0003743,2024-02-05,P00274,,Wholesale,5,121.11,1,30,0
S0003744,2022-10-14,P00063,North,,-10,121.11,,0,
S0003745,2023-04-03,P00216,,,,121.11,,10,0
S0003746,2022-08-12,P00086,North,online ,1,121.11,,0,1
S0003747,2024-05-26,P00198,,Online,0,121.11,0,5,0
S0003748,2023-04-03,P00240,,online ,-10,121.11,1,30,
S0003749,2022-01-04,P00166,North,online ,,121.11,0,80,
S0003750,2023-08-07,P00051,north,,5,121.11,1,30,1
S0003751,2022-02-18,P00129,north,,0,121.11,1,0,
S0003752,2024-06-27,P00013,East,Retail,5,121.11,,30,0
S0003753,2022-02-07,P00260,north,Online,0,121.11,,80,0
S0003754,2023-12-22,P00158,East,Wholesale,1,121.11,,0,0
S0003755,2024-07-17,P00279,north,Online,5,121.11,1,30,
S0003756,2022-04-13,P00238,East,,5,121.11,0,0,0
S0003757,2024-08-23,P00013,South,Wholesale,500,121.11,,30,0
S0003758,2023-07-12,P00271,,Online,0,121.11,1,5,1
S0003759,2023-01-28,P00059,South,Wholesale,500,121.11,,0,
S0003760,2024-02-10,P00193,NORTH ,Retail,5,121.11,,80,1
S0003761,2022-01-03,P00168,North,online ,5,121.11,0,0,1
S0003762,2023-01-29,P00075,,,5,121.11,,,1
S0003763,2024-05-24,P00115,South,,500,121.11,,10,0
S0003764,2023-05-31,P00174,East,Online,20,121.11,0,10,0
S0003765,2024-05-09,P00073,NORTH ,Online,1,121.11,1,10,0
S0003766,2022-04-03,P00260,East,,100,121.11,0,5,0
S0003767,2023-05-23,P00019,,online ,,121.11,,10,1
S0003768,2023-02-24,P00069,north,Retail,-10,121.11,1,0,0
S0003769,2023-12-02,P00048,North,online ,20,121.11,1,5,1
S0003770,2024-02-06,P00042,North,Wholesale,20,121.11,0,0,0
S0003771,2024-06-22,P00243,NORTH ,Retail,,121.11,,10,
S0003772,2024-12-17,P00194,South,Online,100,121.11,0,5,1
S0003773,2024-12-20,P00249,north,,100,121.11,0,80,1
S0003774,2023-01-25,P00070,North,Retail,5,121.11,0,5,0
S0003775,2024-10-04,P00007,,,1,121.11,0,30,1
S0003776,2022-10-04,P00143,north,Online,-10,121.11,0,10,
S0003777,2022-03-08,P00242,North,Wholesale,1,121.11,1,30,1
S0003778,2024-06-06,P00290,North,Wholesale,,121.11,0,10,1
S0003779,2023-04-25,P00044,North,,100,121.11,0,30,0
S0003780,2023-01-18,P00211,,Retail,500,121.11,,0,0
S0003781,2022-11-22,P00081,north,Online,,121.11,1,80,
S0003782,2022-04-24,P00135,north,Wholesale,500,121.11,1,30,1
S0003783,2024-08-15,P00057,NORTH ,Retail,100,121.11,0,80,1
S0003784,2023-05-15,P00207,north,online ,500,121.11,1,80,
S0003785,2024-08-11,P00192,North,,5,121.11,0,0,0
S0003786,2022-07-28,P00056,north,online ,,121.11,1,0,
S0003787,2024-05-30,P00036,north,,1,121.11,,,1
S0003788,2022-01-26,P00209,North,Online,,121.11,1,5,0
S0003789,2023-09-05,P00270,NORTH ,Wholesale,,121.11,,30,
S0003790,2022-03-27,P00245,north,online ,,121.11,1,0,1
S0003791,2023-06-14,P00231,NORTH ,online ,-10,121.11,0,,0
S0003792,2023-08-28,P00197,,Online,,121.11,1,5,1
S0003793,2023-11-13,P00055,East,,100,121.11,1,10,
S0003794,2022-03-03,P00221,north,Retail,0,121.11,,10,1
S0003795,2022-02-23,P00217,NORTH ,Wholesale,100,121.11,0,,0
S0003796,2023-10-10,P00234,NORTH ,,500,121.11,0,,
S0003797,2023-12-02,P00182,,,5,121.11,1,0,0
S0003798,2022-12-03,P00264,north,,-10,121.11,1,80,0
S0003799,2022-01-19,P00109,NORTH ,online ,1,121.11,,,1
S0003800,2022-06-06,P00185,North,Wholesale,500,121.11,,0,0
S0003801,2024-01-25,P00064,NORTH ,,500,121.11,,80,0
S0003802,2024-06-27,P00050,North,Online,500,121.11,0,10,0
S0003803,2024-06-16,P00168,East,,0,121.11,0,80,
S0003804,2023-09-11,P00220,East,online ,100,121.11,0,5,0
S0003805,2024-08-20,P00030,North,Wholesale,-10,121.11,0,10,0
S0003806,2023-10-25,P00041,South,online ,100,121.11,1,0,0
S0003807,2023-05-26,P00175,North,Wholesale,-10,121.11,0,10,1
S0003808,2024-10-19,P00034,South,,20,121.11,,10,1
S0003809,2022-02-21,P00025,East,,5,121.11,1,,1
S0003810,2022-08-11,P00051,South,Online,500,121.11,0,30,
S0003811,2022-02-14,P00149,South,Retail,,121.11,0,0,1
S0003812,2024-08-06,P00086,north,online ,500,121.11,1,30,1
S0003813,2023-04-10,P00218,NORTH ,,0,121.11,,10,1
S0003814,2023-02-05,P00089,East,,1,121.11,1,10,0
S0003815,2024-05-24,P00064,north,Retail,-10,121.11,,10,0
S0003816,2023-12-28,P00093,,Online,-10,121.11,1,,0
S0003817,2022-02-07,P00121,South,Online,0,121.11,,30,
S0003818,2022-05-02,P00254,,Wholesale,100,121.11,,30,1
S0003819,2022-05-17,P00168,North,Online,0,121.11,,5,0
S0003820,2022-02-09,P00257,South,Retail,-10,121.11,,5,0
S0003821,2023-12-25,P00077,,Wholesale,20,121.11,1,80,1
S0003822,2023-10-29,P00241,South,Online,5,121.11,1,10,1
S0003823,2023-09-10,P00244,East,online ,1,121.11,,30,0
S0003824,2024-05-16,P00258,North,Retail,1,121.11,1,30,
S0003825,2024-04-10,P00225,NORTH ,,20,121.11,1,0,
S0003826,2023-09-08,P00022,NORTH ,online ,100,121.11,0,,0
S0003827,2024-09-12,P00185,north,,,121.11,1,30,
S0003828,2022-07-19,P00011,North,online ,20,121.11,0,,0
S0003829,2022-01-13,P00030,East,online ,-10,121.11,0,5,
S0003830,2024-06-18,P00173,NORTH ,online ,,121.11,1,10,0
S0003831,2022-12-01,P00019,north,online ,-10,121.11,0,0,1
S0003832,2022-05-04,P00098,north,Online,,121.11,1,5,
S0003833,2024-03-13,P00143,,,5,121.11,1,30,
S0003834,2022-03-18,P00282,North,Online,0,121.11,0,,1
S0003835,2024-11-08,P00013,East,online ,-10,121.11,,80,1
S0003836,2023-02-07,P00269,South,Wholesale,100,121.11,0,10,1
S0003837,2024-11-19,P00031,North,Online,-10,121.11,,0,1
S0003838,2024-10-01,P00180,,Online,-10,121.11,,10,1
S0003839,2024-01-24,P00261,East,Retail,20,121.11,,5,
S0003840,2024-09-22,P00232,East,,5,121.11,1,10,0
S0003841,2024-08-07,P00273,NORTH ,Online,0,121.11,,,0
S0003842,2023-09-20,P00160,NORTH ,Online,100,121.11,,,0
S0003843,2023-11-22,P00277,north,Online,20,121.11,,30,1
S0003844,2022-11-19,P00249,north,online ,500,121.11,0,10,0
S0003845,2023-11-23,P00079,South,,,121.11,,,0
S0003846,2022-08-06,P00128,north,,5,121.11,,30,1
S0003847,2024-02-04,P00287,,,0,121.11,1,5,1
S0003848,2022-06-18,P00128,,Retail,100,121.11,,10,
S0003849,2023-01-14,P00178,north,Online,20,121.11,,30,
S0003850,2022-08-14,P00033,East,Wholesale,,121.11,0,,0
S0003851,2024-03-16,P00090,South,Retail,0,121.11,0,0,
S0003852,2024-08-21,P00172,NORTH ,online ,-10,121.11,1,80,
S0003853,2022-01-17,P00233,North,,100,121.11,,10,1
S0003854,2023-11-14,P00230,NORTH ,online ,5,121.11,1,5,1
S0003855,2022-10-18,P00159,South,Retail,0,121.11,0,10,
S0003856,2022-06-22,P00178,NORTH ,Online,100,121.11,,5,
S0003857,2024-09-01,P00219,East,Retail,,121.11,0,30,1
S0003858,2022-07-17,P00169,North,,-10,121.11,0,80,
S0003859,2023-01-18,P00242,North,Online,-10,121.11,1,30,1
S0003860,2022-06-21,P00236,,,500,121.11,0,10,1
S0003861,2024-05-18,P00139,NORTH ,Online,,121.11,1,0,1
S0003862,2023-10-21,P00048,East,Wholesale,20,121.11,0,10,0
S0003863,2022-01-16,P00224,,Retail,-10,121.11,1,30,0
S0003864,2024-01-23,P00115,East,Retail,,121.11,,0,1
S0003865,2023-01-14,P00077,north,Retail,5,121.11,1,30,0
S0003866,2022-10-20,P00214,north,Wholesale,1,121.11,0,,1
S0003867,2022-02-22,P00019,,Wholesale,-10,121.11,,80,0
S0003868,2022-08-03,P00141,north,,100,121.11,1,30,1
S0003869,2024-02-06,P00061,South,Retail,20,121.11,0,80,0
S0003870,2024-09-05,P00202,NORTH ,online ,20,121.11,1,0,0
S0003871,2022-08-10,P00013,South,online ,0,121.11,,5,1
S0003872,2022-02-18,P00172,South,Wholesale,0,121.11,0,10,0
S0003873,2024-10-10,P00160,,,500,121.11,,5,1
S0003874,2022-11-20,P00144,East,,0,121.11,0,0,0
S0003875,2022-12-19,P00284,,,,121.11,0,5,
S0003876,2024-12-26,P00086,North,online ,100,121.11,,5,
S0003877,2022-09-14,P00023,,online ,,121.11,0,80,
S0003878,2023-03-11,P00157,South,,-10,121.11,,80,1
S0003879,2024-08-04,P00177,East,,500,121.11,,0,0
S0003880,2022-08-21,P00280,,,100,121.11,0,10,0
S0003881,2023-02-10,P00250,North,Online,1,121.11,0,5,1
S0003882,2023-03-18,P00176,NORTH ,Retail,20,121.11,1,10,0
S0003883,2024-01-21,P00006,South,online ,20,121.11,1,10,0
S0003884,2023-07-15,P00029,north,Wholesale,-10,121.11,0,0,
S0003885,2023-03-21,P00143,,online ,500,121.11,1,80,1
S0003886,2023-03-08,P00040,,Wholesale,,121.11,,,0
S0003887,2024-07-05,P00128,North,online ,20,121.11,0,80,
S0003888,2022-04-05,P00090,South,,-10,121.11,0,80,0
S0003889,2024-03-29,P00299,East,,,121.11,0,80,1
S0003890,2022-05-01,P00297,,Wholesale,500,121.11,1,80,1
S0003891,2023-01-25,P00061,South,Online,-10,121.11,,5,0
S0003892,2024-10-16,P00230,South,,1,121.11,1,5,1
S0003893,2024-10-09,P00103,South,,-10,121.11,0,5,0
S0003894,2022-12-19,P00041,East,Retail,1,121.11,,5,
S0003895,2022-05-29,P00222,north,,20,121.11,0,5,1
S0003896,2023-07-15,P00055,South,Wholesale,20,121.11,1,,0
S0003897,2024-01-14,P00217,north,online ,0,121.11,0,5,1
S0003898,2024-11-01,P00169,,Retail,0,121.11,,0,1
S0003899,2022-12-26,P00029,,,100,121.11,1,80,1
S0003900,2024-10-16,P00217,South,Wholesale,20,121.11,1,10,1
S0003901,2024-07-06,P00086,NORTH ,online ,5,121.11,1,,
S0003902,2022-09-26,P00224,NORTH ,Wholesale,500,121.11,1,30,
S0003903,2023-04-20,P00242,,Retail,-10,121.11,1,30,
S0003904,2024-02-26,P00205,South,Online,20,121.11,1,10,1
S0003905,2024-02-12,P00229,north,,1,121.11,,10,1
S0003906,2022-12-13,P00098,,online ,100,121.11,1,30,
S0003907,2022-02-06,P00295,north,,-10,121.11,,5,1
S0003908,2024-08-15,P00144,north,Retail,1,121.11,,5,
S0003909,2023-05-30,P00158,,Online,5,121.11,1,80,1
S0003910,2023-12-03,P00026,East,Wholesale,0,121.11,0,80,0
S0003911,2023-12-28,P00283,NORTH ,online ,5,121.11,0,0,0
S0003912,2022-08-31,P00094,South,Retail,,121.11,0,80,
S0003913,2024-11-29,P00277,,Retail,500,121.11,0,10,0
S0003914,2022-06-29,P00239,North,online ,-10,121.11,0,,1
S0003915,2023-07-19,P00296,,online ,5,121.11,,10,
S0003916,2023-06-12,P00015,North,Online,-10,121.11,1,5,0
S0003917,2024-02-20,P00075,NORTH ,,0,121.11,1,10,
S0003918,2024-08-03,P00117,,Wholesale,,121.11,,5,
S0003919,2022-11-10,P00233,north,,5,121.11,1,,1
S0003920,2022-06-18,P00239,South,Wholesale,100,121.11,1,30,1
S0003921,2023-02-25,P00056,NORTH ,Wholesale,20,121.11,0,0,
S0003922,2022-04-01,P00237,East,Retail,20,121.11,1,80,
S0003923,2023-02-01,P00008,,,0,121.11,1,10,1
S0003924,2023-04-30,P00182,NORTH ,online ,,121.11,0,0,
S0003925,2024-08-17,P00231,East,Retail,500,121.11,1,80,
S0003926,2024-10-13,P00203,East,Wholesale,1,121.11,,,
S0003927,2023-04-06,P00264,NORTH ,Wholesale,-10,121.11,1,,
S0003928,2024-08-09,P00229,East,Retail,100,121.11,0,30,0
