Order_ID,Order_Date,SKU_ID,Product_Name,Category,Sub_Category,Brand,Amazon_MRP,Sell_Price,Discount_Pct,Quantity,Revenue_INR,Net_Revenue_INR,Order_Status,Sales_Channel,Fulfilment,B2B_Flag,Region,City,Courier_Partner,Warehouse,Delivery_Days,Shipping_Cost_INR,Return_Flag,Currency,Month,Week,Day_of_Week,YM
ORD-2024-100333,2024-08-15,AMZ-IN-E012,Canon PIXMA G3010 Printer,Electronics & Mobiles,Printer,Canon,12999,12154.07,6.5,1,12154.07,12154.07,Delivered,Shiprocket,Merchant,0,Karnataka,Bengaluru,XpressBees,Bengaluru WH,1.0,104.94,0,INR,2024-08,2024-08-12/2024-08-18,Thursday,2024-08
ORD-2024-100334,2024-08-02,AMZ-IN-P008,Gillette Mach3 Razor Starter,Health & Personal Care,Grooming,Gillette,499,410.68,17.7,1,410.68,0.0,Returned,Shiprocket,Merchant,0,Telangana,Karimnagar,Delhivery,Hyderabad WH,,40.75,1,INR,2024-08,2024-07-29/2024-08-04,Friday,2024-08
ORD-2024-100335,2024-08-19,AMZ-IN-P008,Gillette Mach3 Razor Starter,Health & Personal Care,Grooming,Gillette,499,442.11,11.4,2,884.22,884.22,Delivered,Shiprocket,Merchant,0,Gujarat,Rajkot,Delhivery,Mumbai WH,2.0,53.76,0,INR,2024-08,2024-08-19/2024-08-25,Monday,2024-08
ORD-2024-100336,2024-08-01,AMZ-IN-E010,Redmi 12C Smartphone,Electronics & Mobiles,Smartphone,Xiaomi,8999,8396.07,6.7,1,8396.07,8396.07,Delivered,Shiprocket,Merchant,0,Gujarat,Surat,Delhivery,Mumbai WH,3.0,49.09,0,INR,2024-08,2024-07-29/2024-08-04,Thursday,2024-08
ORD-2024-100337,2024-08-31,AMZ-IN-F004,Levi's 511 Slim Fit Jeans,Fashion & Apparel,Denim,Levis,3499,2431.81,30.5,5,12159.05,12159.05,Delivered,Amazon.in,Amazon,0,Rajasthan,Kota,XpressBees,Delhi WH,1.0,84.42,0,INR,2024-08,2024-08-26/2024-09-01,Saturday,2024-08
ORD-2024-100338,2024-08-28,AMZ-IN-F008,Libas Anarkali Suit Set,Fashion & Apparel,Ethnic Wear,Libas,1499,1085.28,27.6,4,4341.12,4341.12,Delivered,INCREFF B2B,Merchant,1,Delhi,New Delhi,Ecom Express,Mumbai WH,3.0,64.31,0,INR,2024-08,2024-08-26/2024-09-01,Wednesday,2024-08
ORD-2024-100339,2024-08-22,AMZ-IN-E010,Redmi 12C Smartphone,Electronics & Mobiles,Smartphone,Xiaomi,8999,8216.09,8.7,2,16432.18,16432.18,Delivered,Shiprocket,Merchant,0,Uttar Pradesh,Varanasi,DTDC,Delhi WH,1.0,52.62,0,INR,2024-08,2024-08-19/2024-08-25,Thursday,2024-08
ORD-2024-100340,2024-08-13,AMZ-IN-H009,Eureka Forbes Aquaguard Purifier,Home & Kitchen,Water Purifier,Eureka Forbes,6999,6131.12,12.4,1,6131.12,6131.12,Delivered,Shiprocket,Merchant,0,Delhi,Faridabad,Ecom Express,Delhi WH,1.0,125.38,0,INR,2024-08,2024-08-12/2024-08-18,Tuesday,2024-08
ORD-2024-100341,2024-08-05,AMZ-IN-P008,Gillette Mach3 Razor Starter,Health & Personal Care,Grooming,Gillette,499,409.68,17.9,3,1229.04,1229.04,Delivered,Amazon.in,Amazon,0,Karnataka,Hubli,Ecom Express,Bengaluru WH,2.0,40.06,0,INR,2024-08,2024-08-05/2024-08-11,Monday,2024-08
ORD-2024-100342,2024-08-29,AMZ-IN-P007,Dove Moisturising Soap 100g x4,Health & Personal Care,Personal Care,Dove,299,235.91,21.1,2,471.82,471.82,Delivered,Amazon.in,Amazon,0,Gujarat,Vadodara,DTDC,Mumbai WH,1.0,44.05,0,INR,2024-08,2024-08-26/2024-09-01,Thursday,2024-08
ORD-2024-100343,2024-08-13,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,2156.64,13.7,1,2156.64,2156.64,Cancelled,Amazon.in,Amazon,0,Telangana,Nizamabad,DTDC,Bengaluru WH,,37.74,0,INR,2024-08,2024-08-12/2024-08-18,Tuesday,2024-08
ORD-2024-100344,2024-08-19,AMZ-IN-P007,Dove Moisturising Soap 100g x4,Health & Personal Care,Personal Care,Dove,299,229.33,23.3,2,458.66,458.66,Delivered,Amazon.in,Amazon,0,Maharashtra,Mumbai,Ecom Express,Mumbai WH,2.0,39.06,0,INR,2024-08,2024-08-19/2024-08-25,Monday,2024-08
ORD-2024-100345,2024-08-12,AMZ-IN-E009,boAt Stone 352 Bluetooth Speaker,Electronics & Mobiles,Speaker,boAt,1299,1082.07,16.7,1,1082.07,1082.07,Delivered,Amazon.in,Amazon,0,Gujarat,Rajkot,BlueDart,Mumbai WH,1.0,114.86,0,INR,2024-08,2024-08-12/2024-08-18,Monday,2024-08
ORD-2024-100346,2024-08-07,AMZ-IN-F011,Dollar Bigboss Vest Pack of 3,Fashion & Apparel,Innerwear,Dollar,399,256.16,35.8,3,768.48,0.0,Returned,Amazon.in,Amazon,0,West Bengal,Asansol,XpressBees,Delhi WH,,47.38,1,INR,2024-08,2024-08-05/2024-08-11,Wednesday,2024-08
ORD-2024-100347,2024-08-31,AMZ-IN-H007,Borosil Vision Glass Set 6pc,Home & Kitchen,Glassware,Borosil,699,562.69,19.5,1,562.69,562.69,Delivered,Shiprocket,Merchant,0,Karnataka,Mangaluru,Ecom Express,Bengaluru WH,1.0,62.35,0,INR,2024-08,2024-08-26/2024-09-01,Saturday,2024-08
ORD-2024-100348,2024-08-19,AMZ-IN-E010,Redmi 12C Smartphone,Electronics & Mobiles,Smartphone,Xiaomi,8999,8099.1,10.0,1,8099.1,8099.1,Delivered,Amazon.in,Amazon,0,Uttar Pradesh,Lucknow,DTDC,Mumbai WH,2.0,54.23,0,INR,2024-08,2024-08-19/2024-08-25,Monday,2024-08
ORD-2024-100349,2024-08-08,AMZ-IN-E010,Redmi 12C Smartphone,Electronics & Mobiles,Smartphone,Xiaomi,8999,7694.14,14.5,3,23082.42,23082.42,Delivered,Shiprocket,Merchant,0,Telangana,Warangal,XpressBees,Bengaluru WH,1.0,53.96,0,INR,2024-08,2024-08-05/2024-08-11,Thursday,2024-08
ORD-2024-100350,2024-08-01,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,2204.12,11.8,1,2204.12,2204.12,Delivered,Amazon.in,Amazon,0,Uttar Pradesh,Lucknow,Delhivery,Delhi WH,2.0,58.95,0,INR,2024-08,2024-07-29/2024-08-04,Thursday,2024-08
ORD-2024-100351,2024-08-03,AMZ-IN-P008,Gillette Mach3 Razor Starter,Health & Personal Care,Grooming,Gillette,499,463.57,7.1,1,463.57,463.57,Delivered,Shiprocket,Merchant,0,Delhi,Faridabad,XpressBees,Mumbai WH,1.0,44.53,0,INR,2024-08,2024-07-29/2024-08-04,Saturday,2024-08
ORD-2024-100352,2024-08-21,AMZ-IN-E003,boAt Airdopes 141 TWS,Electronics & Mobiles,TWS Earbuds,boAt,1299,1062.58,18.2,3,3187.74,0.0,Returned,INCREFF B2B,Merchant,1,Karnataka,Mysuru,XpressBees,Bengaluru WH,,51.47,1,INR,2024-08,2024-08-19/2024-08-25,Wednesday,2024-08
ORD-2024-100353,2024-08-28,AMZ-IN-F011,Dollar Bigboss Vest Pack of 3,Fashion & Apparel,Innerwear,Dollar,399,266.93,33.1,8,2135.44,2135.44,Shipped,INCREFF B2B,Merchant,1,Karnataka,Mangaluru,BlueDart,Bengaluru WH,1.0,125.3,0,INR,2024-08,2024-08-26/2024-09-01,Wednesday,2024-08
ORD-2024-100354,2024-08-26,AMZ-IN-F011,Dollar Bigboss Vest Pack of 3,Fashion & Apparel,Innerwear,Dollar,399,243.39,39.0,5,1216.95,1216.95,Delivered,INCREFF B2B,Merchant,1,Delhi,New Delhi,Delhivery,Delhi WH,1.0,52.68,0,INR,2024-08,2024-08-26/2024-09-01,Monday,2024-08
ORD-2024-100355,2024-08-11,AMZ-IN-E012,Canon PIXMA G3010 Printer,Electronics & Mobiles,Printer,Canon,12999,11894.09,8.5,3,35682.27,35682.27,Delivered,Shiprocket,Merchant,1,Tamil Nadu,Coimbatore,XpressBees,Bengaluru WH,1.0,278.32,0,INR,2024-08,2024-08-05/2024-08-11,Sunday,2024-08
ORD-2024-100356,2024-08-06,AMZ-IN-H008,Orient Electric 400mm Wall Fan,Home & Kitchen,Fan,Orient,1299,1045.69,19.5,1,1045.69,1045.69,Delivered,Amazon.in,Amazon,0,Maharashtra,Nagpur,BlueDart,Mumbai WH,1.0,161.74,0,INR,2024-08,2024-08-05/2024-08-11,Tuesday,2024-08
ORD-2024-100357,2024-08-19,AMZ-IN-F012,Fastrack Analog Watch,Fashion & Apparel,Accessories,Fastrack,1495,1155.63,22.7,3,3466.89,3466.89,Delivered,Shiprocket,Merchant,0,Uttar Pradesh,Varanasi,Delhivery,Delhi WH,3.0,59.34,0,INR,2024-08,2024-08-19/2024-08-25,Monday,2024-08
ORD-2024-100358,2024-08-28,AMZ-IN-H003,Havells Prolife Zest Steam Iron,Home & Kitchen,Steam Iron,Havells,1395,1173.19,15.9,1,1173.19,1173.19,Delivered,Amazon.in,Amazon,0,Maharashtra,Nagpur,XpressBees,Mumbai WH,1.0,59.33,0,INR,2024-08,2024-08-26/2024-09-01,Wednesday,2024-08
ORD-2024-100359,2024-08-22,AMZ-IN-E002,Redmi Note 13 Pro+,Electronics & Mobiles,Smartphone,Xiaomi,26999,25217.07,6.6,2,50434.14,50434.14,Delivered,Shiprocket,Merchant,0,Karnataka,Bengaluru,BlueDart,Bengaluru WH,1.0,79.15,0,INR,2024-08,2024-08-19/2024-08-25,Thursday,2024-08
ORD-2024-100360,2024-08-03,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,2316.57,7.3,1,2316.57,2316.57,Delivered,Shiprocket,Merchant,0,Rajasthan,Udaipur,DTDC,Delhi WH,5.0,49.26,0,INR,2024-08,2024-07-29/2024-08-04,Saturday,2024-08
ORD-2024-100361,2024-08-27,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,2354.06,5.8,1,2354.06,2354.06,Delivered,Shiprocket,Merchant,0,Telangana,Karimnagar,XpressBees,Hyderabad WH,1.0,43.12,0,INR,2024-08,2024-08-26/2024-09-01,Tuesday,2024-08
ORD-2024-100362,2024-08-18,AMZ-IN-P011,Dabur Chyawanprash 1kg,Health & Personal Care,Health Supplement,Dabur,499,396.21,20.6,4,1584.84,1584.84,Delivered,Amazon.in,Amazon,0,Gujarat,Ahmedabad,Delhivery,Mumbai WH,1.0,96.7,0,INR,2024-08,2024-08-12/2024-08-18,Sunday,2024-08
ORD-2024-100363,2024-08-06,AMZ-IN-E012,Canon PIXMA G3010 Printer,Electronics & Mobiles,Printer,Canon,12999,11985.08,7.8,1,11985.08,0.0,Returned,Shiprocket,Merchant,0,Telangana,Karimnagar,DTDC,Hyderabad WH,,85.34,1,INR,2024-08,2024-08-05/2024-08-11,Tuesday,2024-08
ORD-2024-100364,2024-08-28,AMZ-IN-F004,Levi's 511 Slim Fit Jeans,Fashion & Apparel,Denim,Levis,3499,1948.94,44.3,6,11693.64,11693.64,Delivered,INCREFF B2B,Merchant,1,Uttar Pradesh,Varanasi,DTDC,Delhi WH,3.0,133.41,0,INR,2024-08,2024-08-26/2024-09-01,Wednesday,2024-08
ORD-2024-100365,2024-08-20,AMZ-IN-H008,Orient Electric 400mm Wall Fan,Home & Kitchen,Fan,Orient,1299,1028.81,20.8,1,1028.81,1028.81,Shipped,Shiprocket,Merchant,0,Maharashtra,Nagpur,BlueDart,Delhi WH,1.0,149.93,0,INR,2024-08,2024-08-19/2024-08-25,Tuesday,2024-08
ORD-2024-100366,2024-08-05,AMZ-IN-E012,Canon PIXMA G3010 Printer,Electronics & Mobiles,Printer,Canon,12999,11673.1,10.2,1,11673.1,11673.1,Delivered,Shiprocket,Merchant,0,Telangana,Karimnagar,Ecom Express,Hyderabad WH,2.0,95.81,0,INR,2024-08,2024-08-05/2024-08-11,Monday,2024-08
ORD-2024-100367,2024-08-25,AMZ-IN-F010,Aurelia Printed Kurti,Fashion & Apparel,Ethnic Wear,Aurelia,799,516.15,35.4,8,4129.2,4129.2,Delivered,INCREFF B2B,Merchant,1,Maharashtra,Mumbai,DTDC,Mumbai WH,1.0,83.05,0,INR,2024-08,2024-08-19/2024-08-25,Sunday,2024-08
ORD-2024-100368,2024-08-12,AMZ-IN-E009,boAt Stone 352 Bluetooth Speaker,Electronics & Mobiles,Speaker,boAt,1299,1210.67,6.8,1,1210.67,1210.67,Delivered,Shiprocket,Merchant,0,Rajasthan,Kota,DTDC,Delhi WH,12.0,54.14,0,INR,2024-08,2024-08-12/2024-08-18,Monday,2024-08
ORD-2024-100369,2024-08-22,AMZ-IN-E006,Noise ColorFit Pro 5 Watch,Electronics & Mobiles,Smartwatch,Noise,3499,3044.13,13.0,3,9132.39,9132.39,Delivered,INCREFF B2B,Merchant,1,Delhi,Noida,DTDC,Delhi WH,1.0,45.44,0,INR,2024-08,2024-08-19/2024-08-25,Thursday,2024-08
ORD-2024-100370,2024-08-03,AMZ-IN-F003,Bata North Star Sneaker,Fashion & Apparel,Footwear,Bata,1299,1063.88,18.1,3,3191.64,0.0,Returned,Amazon.in,Amazon,0,Tamil Nadu,Coimbatore,XpressBees,Bengaluru WH,,75.02,1,INR,2024-08,2024-07-29/2024-08-04,Saturday,2024-08
ORD-2024-100371,2024-08-19,AMZ-IN-F004,Levi's 511 Slim Fit Jeans,Fashion & Apparel,Denim,Levis,3499,2155.38,38.4,3,6466.14,6466.14,Delivered,INCREFF B2B,Merchant,1,Delhi,Faridabad,DTDC,Delhi WH,3.0,59.66,0,INR,2024-08,2024-08-19/2024-08-25,Monday,2024-08
ORD-2024-100372,2024-08-22,AMZ-IN-H004,Milton Thermosteel Flip Bottle,Home & Kitchen,Bottle,Milton,499,383.73,23.1,5,1918.65,1918.65,Delivered,INCREFF B2B,Merchant,1,Tamil Nadu,Madurai,DTDC,Hyderabad WH,1.0,60.43,0,INR,2024-08,2024-08-19/2024-08-25,Thursday,2024-08
ORD-2024-100373,2024-08-08,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,1881.75,24.7,4,7527.0,7527.0,Delivered,INCREFF B2B,Merchant,1,Uttar Pradesh,Agra,Ecom Express,Delhi WH,2.0,70.83,0,INR,2024-08,2024-08-05/2024-08-11,Thursday,2024-08
ORD-2024-100374,2024-08-18,AMZ-IN-F012,Fastrack Analog Watch,Fashion & Apparel,Accessories,Fastrack,1495,1070.42,28.4,6,6422.52,6422.52,Delivered,INCREFF B2B,Merchant,1,Uttar Pradesh,Kanpur,BlueDart,Delhi WH,4.0,160.9,0,INR,2024-08,2024-08-12/2024-08-18,Sunday,2024-08
ORD-2024-100375,2024-08-12,AMZ-IN-F004,Levi's 511 Slim Fit Jeans,Fashion & Apparel,Denim,Levis,3499,2536.78,27.5,1,2536.78,2536.78,Delivered,Amazon.in,Amazon,0,Tamil Nadu,Coimbatore,DTDC,Bengaluru WH,3.0,36.57,0,INR,2024-08,2024-08-12/2024-08-18,Monday,2024-08
ORD-2024-100376,2024-08-13,AMZ-IN-E004,Realme Narzo 60x 5G,Electronics & Mobiles,Smartphone,Realme,13999,13117.06,6.3,1,13117.06,13117.06,Delivered,Shiprocket,Merchant,0,West Bengal,Howrah,DTDC,Delhi WH,2.0,36.42,0,INR,2024-08,2024-08-12/2024-08-18,Tuesday,2024-08
ORD-2024-100377,2024-08-19,AMZ-IN-P011,Dabur Chyawanprash 1kg,Health & Personal Care,Health Supplement,Dabur,499,403.69,19.1,5,2018.45,2018.45,Delivered,Amazon.in,Amazon,0,Tamil Nadu,Coimbatore,XpressBees,Bengaluru WH,2.0,82.66,0,INR,2024-08,2024-08-19/2024-08-25,Monday,2024-08
ORD-2024-100378,2024-08-12,AMZ-IN-E008,Portronics Kronos Alpha Watch,Electronics & Mobiles,Smartwatch,Portronics,2499,1979.21,20.8,7,13854.47,13854.47,Delivered,INCREFF B2B,Merchant,1,Telangana,Hyderabad,DTDC,Bengaluru WH,2.0,56.24,0,INR,2024-08,2024-08-12/2024-08-18,Monday,2024-08
ORD-2024-100379,2024-08-31,AMZ-IN-H011,V-Guard Digi 200 Stabilizer,Home & Kitchen,Stabilizer,V-Guard,999,851.15,14.8,1,851.15,851.15,Delivered,Amazon.in,Amazon,0,Maharashtra,Nagpur,Delhivery,Mumbai WH,1.0,74.09,0,INR,2024-08,2024-08-26/2024-09-01,Saturday,2024-08
ORD-2024-100380,2024-08-14,AMZ-IN-F007,Puma Training T-Shirt,Fashion & Apparel,Activewear,Puma,799,532.13,33.4,8,4257.04,4257.04,Delivered,INCREFF B2B,Merchant,1,Delhi,Faridabad,Delhivery,Mumbai WH,1.0,78.92,0,INR,2024-08,2024-08-12/2024-08-18,Wednesday,2024-08
ORD-2024-100381,2024-08-16,AMZ-IN-F006,Van Heusen Formal Shirt,Fashion & Apparel,Formals,Van Heusen,1499,807.96,46.1,1,807.96,807.96,Delivered,Amazon.in,Amazon,0,Karnataka,Mysuru,Ecom Express,Hyderabad WH,1.0,39.63,0,INR,2024-08,2024-08-12/2024-08-18,Friday,2024-08
ORD-2024-100382,2024-08-21,AMZ-IN-E006,Noise ColorFit Pro 5 Watch,Electronics & Mobiles,Smartwatch,Noise,3499,3366.04,3.8,2,6732.08,6732.08,Delivered,Shiprocket,Merchant,0,Delhi,Gurugram,DTDC,Mumbai WH,3.0,37.12,0,INR,2024-08,2024-08-19/2024-08-25,Wednesday,2024-08
ORD-2024-100383,2024-08-21,AMZ-IN-H008,Orient Electric 400mm Wall Fan,Home & Kitchen,Fan,Orient,1299,919.69,29.2,3,2759.07,2759.07,Delivered,INCREFF B2B,Merchant,1,Maharashtra,Nashik,Delhivery,Mumbai WH,1.0,185.66,0,INR,2024-08,2024-08-19/2024-08-25,Wednesday,2024-08
ORD-2024-100384,2024-08-02,AMZ-IN-E004,Realme Narzo 60x 5G,Electronics & Mobiles,Smartphone,Realme,13999,12697.09,9.3,1,12697.09,12697.09,Delivered,Shiprocket,Merchant,0,Karnataka,Mysuru,BlueDart,Hyderabad WH,2.0,84.93,0,INR,2024-08,2024-07-29/2024-08-04,Friday,2024-08
ORD-2024-100385,2024-08-20,AMZ-IN-H009,Eureka Forbes Aquaguard Purifier,Home & Kitchen,Water Purifier,Eureka Forbes,6999,5942.15,15.1,1,5942.15,5942.15,Cancelled,Amazon.in,Amazon,0,Gujarat,Ahmedabad,Ecom Express,Delhi WH,,169.2,0,INR,2024-08,2024-08-19/2024-08-25,Tuesday,2024-08
ORD-2024-100386,2024-08-09,AMZ-IN-F004,Levi's 511 Slim Fit Jeans,Fashion & Apparel,Denim,Levis,3499,2785.2,20.4,1,2785.2,2785.2,Delivered,Amazon.in,Amazon,0,Karnataka,Bengaluru,Ecom Express,Hyderabad WH,1.0,37.92,0,INR,2024-08,2024-08-05/2024-08-11,Friday,2024-08
ORD-2024-100387,2024-09-05,AMZ-IN-E004,Realme Narzo 60x 5G,Electronics & Mobiles,Smartphone,Realme,13999,13019.07,7.0,1,13019.07,13019.07,Delivered,Amazon.in,Amazon,0,Tamil Nadu,Coimbatore,BlueDart,Bengaluru WH,1.0,86.46,0,INR,2024-09,2024-09-02/2024-09-08,Thursday,2024-09
ORD-2024-100388,2024-09-25,AMZ-IN-F008,Libas Anarkali Suit Set,Fashion & Apparel,Ethnic Wear,Libas,1499,974.35,35.0,1,974.35,974.35,Delivered,Shiprocket,Merchant,0,Delhi,New Delhi,DTDC,Mumbai WH,2.0,39.52,0,INR,2024-09,2024-09-23/2024-09-29,Wednesday,2024-09
ORD-2024-100389,2024-09-29,AMZ-IN-E003,boAt Airdopes 141 TWS,Electronics & Mobiles,TWS Earbuds,boAt,1299,1117.14,14.0,2,2234.28,2234.28,Delivered,Amazon.in,Amazon,0,Rajasthan,Jodhpur,BlueDart,Delhi WH,1.0,92.98,0,INR,2024-09,2024-09-23/2024-09-29,Sunday,2024-09
ORD-2024-100390,2024-09-10,AMZ-IN-E010,Redmi 12C Smartphone,Electronics & Mobiles,Smartphone,Xiaomi,8999,7820.13,13.1,3,23460.39,23460.39,Delivered,INCREFF B2B,Merchant,1,Maharashtra,Nashik,XpressBees,Mumbai WH,1.0,60.33,0,INR,2024-09,2024-09-09/2024-09-15,Tuesday,2024-09
ORD-2024-100391,2024-09-16,AMZ-IN-F008,Libas Anarkali Suit Set,Fashion & Apparel,Ethnic Wear,Libas,1499,1229.18,18.0,3,3687.54,3687.54,Delivered,Shiprocket,Merchant,0,Maharashtra,Mumbai,Delhivery,Mumbai WH,1.0,56.85,0,INR,2024-09,2024-09-16/2024-09-22,Monday,2024-09
ORD-2024-100392,2024-09-13,AMZ-IN-E012,Canon PIXMA G3010 Printer,Electronics & Mobiles,Printer,Canon,12999,11868.09,8.7,1,11868.09,0.0,Returned,Amazon.in,Amazon,0,Maharashtra,Mumbai,XpressBees,Delhi WH,,110.19,1,INR,2024-09,2024-09-09/2024-09-15,Friday,2024-09
ORD-2024-100393,2024-09-12,AMZ-IN-H004,Milton Thermosteel Flip Bottle,Home & Kitchen,Bottle,Milton,499,417.16,16.4,3,1251.48,1251.48,Delivered,Shiprocket,Merchant,0,Delhi,New Delhi,Delhivery,Delhi WH,1.0,44.94,0,INR,2024-09,2024-09-09/2024-09-15,Thursday,2024-09
ORD-2024-100394,2024-09-08,AMZ-IN-F006,Van Heusen Formal Shirt,Fashion & Apparel,Formals,Van Heusen,1499,1325.12,11.6,1,1325.12,0.0,Returned,Amazon.in,Amazon,0,Maharashtra,Mumbai,DTDC,Mumbai WH,,35.24,1,INR,2024-09,2024-09-02/2024-09-08,Sunday,2024-09
ORD-2024-100395,2024-09-18,AMZ-IN-E004,Realme Narzo 60x 5G,Electronics & Mobiles,Smartphone,Realme,13999,12263.12,12.4,1,12263.12,12263.12,Delivered,Amazon.in,Amazon,0,Uttar Pradesh,Kanpur,Delhivery,Delhi WH,2.0,59.07,0,INR,2024-09,2024-09-16/2024-09-22,Wednesday,2024-09
ORD-2024-100396,2024-09-16,AMZ-IN-E007,TP-Link Deco E4 Mesh WiFi,Electronics & Mobiles,Networking,TP-Link,4999,4719.06,5.6,2,9438.12,9438.12,Delivered,Shiprocket,Merchant,0,Karnataka,Mangaluru,Delhivery,Hyderabad WH,1.0,50.93,0,INR,2024-09,2024-09-16/2024-09-22,Monday,2024-09
ORD-2024-100397,2024-09-24,AMZ-IN-H002,Bajaj Majesty 1000TSS OTG Oven,Home & Kitchen,OTG Oven,Bajaj,2999,2573.14,14.2,3,7719.42,7719.42,Delivered,Amazon.in,Amazon,0,Maharashtra,Nashik,BlueDart,Mumbai WH,1.0,467.55,0,INR,2024-09,2024-09-23/2024-09-29,Tuesday,2024-09
ORD-2024-100398,2024-09-24,AMZ-IN-H002,Bajaj Majesty 1000TSS OTG Oven,Home & Kitchen,OTG Oven,Bajaj,2999,2570.14,14.3,2,5140.28,5140.28,Cancelled,Shiprocket,Merchant,0,Delhi,New Delhi,Delhivery,Delhi WH,,177.47,0,INR,2024-09,2024-09-23/2024-09-29,Tuesday,2024-09
ORD-2024-100399,2024-09-26,AMZ-IN-E004,Realme Narzo 60x 5G,Electronics & Mobiles,Smartphone,Realme,13999,12291.12,12.2,3,36873.36,36873.36,Delivered,Amazon.in,Amazon,0,Karnataka,Mysuru,XpressBees,Hyderabad WH,1.0,48.33,0,INR,2024-09,2024-09-23/2024-09-29,Thursday,2024-09
ORD-2024-100400,2024-09-29,AMZ-IN-P006,Omron HEM-7120 BP Monitor,Health & Personal Care,Medical Device,Omron,1899,1616.05,14.9,2,3232.1,3232.1,Delivered,Amazon.in,Amazon,0,Tamil Nadu,Coimbatore,DTDC,Bengaluru WH,4.0,52.06,0,INR,2024-09,2024-09-23/2024-09-29,Sunday,2024-09
ORD-2024-100401,2024-09-18,AMZ-IN-H012,Wonderchef Granite Non-Stick Set,Home & Kitchen,Cookware,Wonderchef,2299,1956.45,14.9,1,1956.45,1956.45,Shipped,Shiprocket,Merchant,0,Telangana,Nizamabad,DTDC,Hyderabad WH,2.0,59.63,0,INR,2024-09,2024-09-16/2024-09-22,Wednesday,2024-09
ORD-2024-100402,2024-09-11,AMZ-IN-F001,Jockey 1501 Brief Pack,Fashion & Apparel,Innerwear,Jockey,599,472.01,21.2,2,944.02,0.0,Returned,Amazon.in,Amazon,0,Gujarat,Surat,DTDC,Mumbai WH,,48.43,1,INR,2024-09,2024-09-09/2024-09-15,Wednesday,2024-09
ORD-2024-100403,2024-09-06,AMZ-IN-E011,HP 15s Ryzen 3 Laptop,Electronics & Mobiles,Laptop,HP,42999,39559.08,8.0,2,79118.16,79118.16,Delivered,Shiprocket,Merchant,0,Rajasthan,Jodhpur,Delhivery,Delhi WH,1.0,120.0,0,INR,2024-09,2024-09-02/2024-09-08,Friday,2024-09
ORD-2024-100404,2024-09-02,AMZ-IN-F012,Fastrack Analog Watch,Fashion & Apparel,Accessories,Fastrack,1495,1091.35,27.0,2,2182.7,2182.7,Delivered,Amazon.in,Amazon,0,Delhi,Noida,XpressBees,Mumbai WH,2.0,39.83,0,INR,2024-09,2024-09-02/2024-09-08,Monday,2024-09
ORD-2024-100405,2024-09-02,AMZ-IN-P007,Dove Moisturising Soap 100g x4,Health & Personal Care,Personal Care,Dove,299,246.38,17.6,3,739.14,739.14,Delivered,Amazon.in,Amazon,0,West Bengal,Durgapur,Ecom Express,Delhi WH,1.0,43.3,0,INR,2024-09,2024-09-02/2024-09-08,Monday,2024-09
ORD-2024-100406,2024-09-15,AMZ-IN-E012,Canon PIXMA G3010 Printer,Electronics & Mobiles,Printer,Canon,12999,10880.16,16.3,1,10880.16,10880.16,Cancelled,Amazon.in,Amazon,0,Telangana,Nizamabad,Ecom Express,Hyderabad WH,,96.58,0,INR,2024-09,2024-09-09/2024-09-15,Sunday,2024-09
ORD-2024-100407,2024-09-13,AMZ-IN-H012,Wonderchef Granite Non-Stick Set,Home & Kitchen,Cookware,Wonderchef,2299,1765.63,23.2,2,3531.26,3531.26,Delivered,Amazon.in,Amazon,0,Uttar Pradesh,Agra,XpressBees,Delhi WH,4.0,161.0,0,INR,2024-09,2024-09-09/2024-09-15,Friday,2024-09
ORD-2024-100408,2024-09-08,AMZ-IN-F009,Woodland Waterproof Ankle Boots,Fashion & Apparel,Footwear,Woodland,4499,3000.83,33.3,1,3000.83,3000.83,Delivered,Amazon.in,Amazon,0,Karnataka,Mangaluru,Delhivery,Bengaluru WH,2.0,46.84,0,INR,2024-09,2024-09-02/2024-09-08,Sunday,2024-09
ORD-2024-100409,2024-09-27,AMZ-IN-H012,Wonderchef Granite Non-Stick Set,Home & Kitchen,Cookware,Wonderchef,2299,1662.18,27.7,3,4986.54,0.0,Returned,INCREFF B2B,Merchant,1,Delhi,Noida,Ecom Express,Delhi WH,,136.58,1,INR,2024-09,2024-09-23/2024-09-29,Friday,2024-09
ORD-2024-100410,2024-09-29,AMZ-IN-H010,Butterfly Smart Wet Grinder 2L,Home & Kitchen,Wet Grinder,Butterfly,3799,2697.29,29.0,4,10789.16,10789.16,Delivered,INCREFF B2B,Merchant,1,Uttar Pradesh,Kanpur,DTDC,Delhi WH,3.0,616.94,0,INR,2024-09,2024-09-23/2024-09-29,Sunday,2024-09
